# Time-averaged data for fix myat1
# TimeStep v_xave v_xdes
19800100 25.0973 25
19800200 24.9449 25
19800300 25.0885 25
19800400 25.0629 25
19800500 25.0872 25
19800600 25.3573 25
19800700 25.3379 25
19800800 25.1109 25
19800900 25.1098 25
19801000 25.0535 25
19801100 24.7216 25
19801200 24.6349 25
19801300 24.6472 25
19801400 24.92 25
19801500 24.8009 25
19801600 24.6046 25
19801700 24.6066 25
19801800 24.6955 25
19801900 24.6967 25
19802000 24.5233 25
19802100 24.2967 25
19802200 24.5541 25
19802300 24.7089 25
19802400 24.4591 25
19802500 24.2511 25
19802600 24.5708 25
19802700 24.9111 25
19802800 25.0251 25
19802900 24.98 25
19803000 24.9805 25
19803100 24.6319 25
19803200 24.4328 25
19803300 24.2139 25
19803400 23.892 25
19803500 23.7694 25
19803600 23.9405 25
19803700 24.0573 25
19803800 24.3196 25
19803900 24.5343 25
19804000 24.6649 25
19804100 24.901 25
19804200 24.9256 25
19804300 24.9757 25
19804400 25.1588 25
19804500 25.4019 25
19804600 25.2025 25
19804700 25.2253 25
19804800 25.0287 25
19804900 24.9908 25
19805000 25.0942 25
19805100 25.1079 25
19805200 25.1601 25
19805300 24.9633 25
19805400 24.7562 25
19805500 24.9826 25
19805600 25.431 25
19805700 25.487 25
19805800 25.4129 25
19805900 25.4191 25
19806000 25.4231 25
19806100 25.1689 25
19806200 25.0902 25
19806300 24.7229 25
19806400 24.9534 25
19806500 25.5422 25
19806600 25.5165 25
19806700 24.7299 25
19806800 24.4798 25
19806900 24.9493 25
19807000 25.0297 25
19807100 24.8853 25
19807200 24.7227 25
19807300 24.9283 25
19807400 25.5388 25
19807500 25.6968 25
19807600 25.5606 25
19807700 25.5407 25
19807800 25.6446 25
19807900 25.609 25
19808000 25.4261 25
19808100 25.3081 25
19808200 25.4817 25
19808300 25.5798 25
19808400 25.5134 25
19808500 25.4682 25
19808600 25.2634 25
19808700 25.3701 25
19808800 25.4109 25
19808900 25.5694 25
19809000 25.5458 25
19809100 25.5179 25
19809200 25.3825 25
19809300 25.0716 25
19809400 24.8162 25
19809500 24.6791 25
19809600 24.6253 25
19809700 24.8895 25
19809800 25.1929 25
19809900 25.399 25
19810000 25.3335 25
19810100 24.8238 25
19810200 24.9407 25
19810300 25.3543 25
19810400 25.4359 25
19810500 25.1653 25
19810600 24.9381 25
19810700 24.8086 25
19810800 24.4458 25
19810900 24.0953 25
19811000 24.3646 25
19811100 24.6948 25
19811200 24.8965 25
19811300 24.9155 25
19811400 24.8986 25
19811500 24.7705 25
19811600 24.8746 25
19811700 24.6514 25
19811800 24.7252 25
19811900 25.0244 25
19812000 25.076 25
19812100 25.0642 25
19812200 25.1322 25
19812300 25.0955 25
19812400 25.118 25
19812500 24.9585 25
19812600 25.2141 25
19812700 25.1816 25
19812800 24.9209 25
19812900 24.9771 25
19813000 25.0182 25
19813100 25.1434 25
19813200 25.0807 25
19813300 24.8612 25
19813400 24.5277 25
19813500 24.1087 25
19813600 24.0555 25
19813700 24.301 25
19813800 24.7994 25
19813900 25.0998 25
19814000 25.0295 25
19814100 24.9258 25
19814200 24.9549 25
19814300 24.7361 25
19814400 24.9362 25
19814500 25.3908 25
19814600 25.3535 25
19814700 24.9684 25
19814800 24.6561 25
19814900 24.4303 25
19815000 24.4773 25
19815100 24.6059 25
19815200 24.6059 25
19815300 24.7247 25
19815400 24.9727 25
19815500 24.882 25
19815600 24.8354 25
19815700 24.6762 25
19815800 24.7731 25
19815900 24.8227 25
19816000 24.9144 25
19816100 24.8818 25
19816200 25.1141 25
19816300 25.0048 25
19816400 25.0382 25
19816500 25.4098 25
19816600 25.4763 25
19816700 25.4727 25
19816800 25.3725 25
19816900 25.5255 25
19817000 25.4903 25
19817100 25.4811 25
19817200 25.5089 25
19817300 25.4373 25
19817400 25.0356 25
19817500 24.5686 25
19817600 24.543 25
19817700 25.1391 25
19817800 25.1402 25
19817900 25.2343 25
19818000 25.3534 25
19818100 25.1533 25
19818200 25.0431 25
19818300 25.0065 25
19818400 25.0792 25
19818500 24.4233 25
19818600 24.0626 25
19818700 24.09 25
19818800 24.2896 25
19818900 24.5992 25
19819000 25.0003 25
19819100 25.1648 25
19819200 25.1017 25
19819300 25.1523 25
19819400 24.7889 25
19819500 24.9167 25
19819600 25.1754 25
19819700 25.0345 25
19819800 24.8903 25
19819900 25.1446 25
19820000 25.1278 25
19820100 24.9894 25
19820200 24.7005 25
