# Time-averaged data for fix myat1
# TimeStep v_xave v_xdes
17800100 20.1152 20
17800200 20.4217 20
17800300 20.6572 20
17800400 20.4307 20
17800500 20.3688 20
17800600 20.2936 20
17800700 20.3876 20
17800800 20.5543 20
17800900 20.8284 20
17801000 21.1501 20
17801100 20.9505 20
17801200 20.8164 20
17801300 20.6477 20
17801400 20.2289 20
17801500 19.9958 20
17801600 20.0128 20
17801700 20.07 20
17801800 19.887 20
17801900 19.9492 20
17802000 20.3224 20
17802100 20.4022 20
17802200 20.0599 20
17802300 19.9061 20
17802400 20.1012 20
17802500 20.2394 20
17802600 20.0418 20
17802700 20.0285 20
17802800 20.1117 20
17802900 19.9551 20
17803000 20.2041 20
17803100 20.3621 20
17803200 20.5392 20
17803300 20.6787 20
17803400 20.4908 20
17803500 20.578 20
17803600 20.5047 20
17803700 20.4112 20
17803800 20.2284 20
17803900 20.1536 20
17804000 20.154 20
17804100 20.5014 20
17804200 20.5957 20
17804300 20.4197 20
17804400 20.1688 20
17804500 19.972 20
17804600 19.8674 20
17804700 19.9715 20
17804800 20.0644 20
17804900 20.1439 20
17805000 20.0529 20
17805100 19.7085 20
17805200 19.7391 20
17805300 19.9153 20
17805400 19.8112 20
17805500 19.8906 20
17805600 20.0008 20
17805700 19.8594 20
17805800 19.8629 20
17805900 19.6229 20
17806000 19.7125 20
17806100 20.2265 20
17806200 20.3139 20
17806300 20.2778 20
17806400 20.2963 20
17806500 20.2105 20
17806600 19.9347 20
17806700 19.8439 20
17806800 19.8141 20
17806900 19.7045 20
17807000 19.7388 20
17807100 19.8287 20
17807200 20.1107 20
17807300 20.4049 20
17807400 20.2833 20
17807500 20.2671 20
17807600 20.3673 20
17807700 19.9529 20
17807800 19.5896 20
17807900 19.5213 20
17808000 19.8601 20
17808100 20.1797 20
17808200 20.4383 20
17808300 20.4845 20
17808400 20.3532 20
17808500 20.4496 20
17808600 20.5727 20
17808700 20.6146 20
17808800 20.4393 20
17808900 20.4394 20
17809000 20.3717 20
17809100 20.2822 20
17809200 20.0026 20
17809300 20.0166 20
17809400 19.8316 20
17809500 19.7836 20
17809600 19.7549 20
17809700 19.6304 20
17809800 19.2641 20
17809900 19.2206 20
17810000 19.7792 20
17810100 20.0006 20
17810200 20.0161 20
17810300 19.9538 20
17810400 19.8571 20
17810500 20.1773 20
17810600 20.2929 20
17810700 20.3096 20
17810800 20.1666 20
17810900 20.1537 20
17811000 20.2614 20
17811100 20.8106 20
17811200 21.1373 20
17811300 21.221 20
17811400 20.854 20
17811500 20.3609 20
17811600 19.9752 20
17811700 19.9149 20
17811800 20.0044 20
17811900 20.067 20
17812000 20.021 20
17812100 19.7147 20
17812200 19.7122 20
17812300 19.6367 20
17812400 19.3686 20
17812500 19.4469 20
17812600 19.4424 20
17812700 19.5698 20
17812800 19.7495 20
17812900 20.0231 20
17813000 20.0879 20
17813100 19.9848 20
17813200 19.9607 20
17813300 19.7507 20
17813400 19.7741 20
17813500 19.6158 20
17813600 19.3734 20
17813700 19.2391 20
17813800 19.1194 20
17813900 19.2922 20
17814000 19.1929 20
17814100 19.2672 20
17814200 19.5556 20
17814300 19.6548 20
17814400 19.5829 20
17814500 19.6108 20
17814600 19.7566 20
17814700 20.091 20
17814800 20.0332 20
17814900 19.9846 20
17815000 20.0396 20
17815100 19.9352 20
17815200 20.0046 20
17815300 19.9312 20
17815400 19.7185 20
17815500 19.4254 20
17815600 19.8287 20
17815700 20.2801 20
17815800 20.6209 20
17815900 20.7574 20
17816000 20.6356 20
17816100 20.0289 20
17816200 19.8551 20
17816300 20.151 20
17816400 19.9996 20
17816500 19.6013 20
17816600 19.3787 20
17816700 19.494 20
17816800 19.443 20
17816900 19.5474 20
17817000 19.8917 20
17817100 19.7125 20
17817200 19.6879 20
17817300 20.0641 20
17817400 20.4582 20
17817500 20.4997 20
17817600 20.8658 20
17817700 21.2377 20
17817800 21.0375 20
17817900 20.7798 20
17818000 20.5514 20
17818100 20.5122 20
17818200 20.2633 20
17818300 20.1316 20
17818400 19.9202 20
17818500 19.7521 20
17818600 19.7694 20
17818700 20.2 20
17818800 20.24 20
17818900 20.0922 20
17819000 20.3435 20
17819100 20.2783 20
17819200 20.1564 20
17819300 19.9735 20
17819400 19.8486 20
17819500 20.1229 20
17819600 19.9573 20
17819700 19.8924 20
17819800 19.9751 20
17819900 19.6052 20
17820000 19.5177 20
17820100 19.5639 20
17820200 19.5515 20
17820300 19.6486 20
17820400 19.5614 20
17820500 19.4544 20
17820600 19.343 20
17820700 19.4113 20
17820800 19.4845 20
17820900 19.663 20
17821000 19.8521 20
17821100 19.8501 20
17821200 19.8683 20
17821300 19.8792 20
17821400 19.8503 20
17821500 19.9638 20
17821600 19.9451 20
17821700 19.6445 20
17821800 19.6292 20
17821900 19.7411 20
17822000 19.8005 20
17822100 19.8443 20
17822200 20.0852 20
17822300 20.0739 20
17822400 19.9761 20
17822500 19.9602 20
17822600 19.8403 20
17822700 19.5145 20
17822800 19.1495 20
17822900 19.1223 20
17823000 19.1575 20
17823100 19.1692 20
17823200 19.1143 20
17823300 19.306 20
17823400 19.6153 20
17823500 19.9066 20
17823600 19.6867 20
17823700 19.5473 20
17823800 19.5246 20
17823900 19.5907 20
17824000 19.8594 20
17824100 20.0936 20
17824200 20.1373 20
17824300 19.9174 20
17824400 19.9677 20
17824500 20.2744 20
17824600 20.2922 20
17824700 20.3418 20
17824800 20.5365 20
17824900 20.0529 20
17825000 19.9127 20
17825100 20.1024 20
17825200 20.1632 20
17825300 19.8367 20
17825400 19.4316 20
17825500 19.3534 20
17825600 19.3689 20
17825700 19.6358 20
17825800 19.9855 20
17825900 20.3888 20
17826000 20.4708 20
17826100 20.4123 20
17826200 20.2387 20
17826300 20.0649 20
17826400 19.6941 20
17826500 19.8465 20
17826600 19.9533 20
17826700 20.2256 20
17826800 20.1947 20
17826900 19.9619 20
17827000 20.0406 20
17827100 20.194 20
17827200 20.3133 20
17827300 20.4825 20
17827400 20.3765 20
17827500 20.2391 20
17827600 19.9926 20
17827700 19.6799 20
17827800 19.9705 20
17827900 20.5531 20
17828000 20.7298 20
17828100 20.5157 20
17828200 20.3622 20
17828300 20.5605 20
17828400 20.502 20
17828500 20.3497 20
17828600 20.3631 20
17828700 20.1978 20
17828800 20.1766 20
17828900 19.856 20
17829000 19.9094 20
17829100 20.0972 20
17829200 20.2936 20
17829300 20.4004 20
17829400 20.2456 20
17829500 20.1428 20
17829600 20.2052 20
17829700 19.9846 20
17829800 19.7804 20
17829900 19.7587 20
17830000 19.9029 20
17830100 19.9401 20
17830200 19.8937 20
17830300 20.0042 20
17830400 19.9809 20
17830500 19.8747 20
17830600 19.6734 20
17830700 19.6962 20
17830800 19.7599 20
17830900 19.8208 20
17831000 20.006 20
17831100 20.128 20
17831200 20.001 20
17831300 20.0189 20
17831400 19.9879 20
17831500 19.7468 20
17831600 19.9416 20
17831700 20.1433 20
17831800 20.2681 20
17831900 20.3475 20
17832000 20.3407 20
17832100 20.3718 20
17832200 20.1388 20
17832300 19.9131 20
17832400 20.1795 20
17832500 20.3045 20
17832600 20.289 20
17832700 20.3455 20
17832800 20.6214 20
17832900 20.7405 20
17833000 20.503 20
17833100 20.1354 20
17833200 19.8271 20
17833300 19.7955 20
17833400 20.042 20
17833500 20.2784 20
17833600 20.4965 20
17833700 20.4854 20
17833800 20.539 20
17833900 20.6601 20
17834000 20.7316 20
17834100 20.4131 20
17834200 20.4716 20
17834300 20.2522 20
17834400 19.8131 20
17834500 19.8797 20
17834600 20.0372 20
17834700 19.8888 20
17834800 19.7151 20
17834900 19.7686 20
17835000 19.9828 20
17835100 20.1541 20
17835200 20.0481 20
17835300 19.9252 20
17835400 19.9178 20
17835500 20.0118 20
17835600 20.4378 20
17835700 20.3979 20
17835800 20.4423 20
17835900 20.6989 20
17836000 20.7774 20
17836100 20.8469 20
17836200 20.4858 20
17836300 19.9961 20
17836400 19.8884 20
17836500 19.9696 20
17836600 19.8585 20
17836700 19.6244 20
17836800 19.7261 20
17836900 20.0179 20
17837000 20.1495 20
17837100 20.4744 20
17837200 20.1857 20
17837300 20.1987 20
17837400 20.1304 20
17837500 19.8877 20
17837600 19.8087 20
17837700 19.6501 20
17837800 19.792 20
17837900 20.0225 20
17838000 20.2465 20
17838100 20.0846 20
17838200 19.7024 20
17838300 19.4286 20
17838400 19.3868 20
17838500 19.2513 20
17838600 19.4031 20
17838700 19.7472 20
17838800 19.9649 20
17838900 20.0104 20
17839000 19.9135 20
17839100 19.8332 20
17839200 20.3285 20
17839300 20.7322 20
17839400 20.6841 20
17839500 20.758 20
17839600 20.506 20
17839700 19.7573 20
17839800 19.3856 20
17839900 19.4048 20
17840000 19.7686 20
17840100 19.7729 20
17840200 19.7903 20
17840300 19.5787 20
17840400 19.5032 20
17840500 19.5191 20
17840600 19.6307 20
17840700 19.8659 20
17840800 19.6777 20
17840900 19.6183 20
17841000 20.2358 20
17841100 20.3891 20
17841200 20.7017 20
17841300 20.826 20
17841400 20.6069 20
17841500 20.76 20
17841600 20.4177 20
17841700 19.8805 20
17841800 19.7303 20
17841900 20.15 20
17842000 20.4497 20
17842100 20.4004 20
17842200 20.3796 20
17842300 20.0342 20
17842400 19.9919 20
17842500 19.915 20
17842600 19.5933 20
17842700 19.7085 20
17842800 20.0334 20
17842900 20.2183 20
17843000 20.7313 20
17843100 20.8506 20
17843200 20.8127 20
17843300 20.3345 20
17843400 19.8599 20
17843500 20.022 20
17843600 19.9685 20
17843700 19.8811 20
17843800 20.1145 20
17843900 20.0706 20
17844000 20.3192 20
17844100 20.5021 20
17844200 20.5682 20
17844300 20.4078 20
17844400 20.4387 20
17844500 20.4985 20
17844600 20.2934 20
17844700 20.2303 20
17844800 19.8837 20
17844900 19.9158 20
17845000 19.7886 20
17845100 19.8488 20
17845200 20.1283 20
17845300 20.1688 20
17845400 19.878 20
17845500 19.7488 20
17845600 19.6366 20
17845700 19.4933 20
17845800 19.5912 20
17845900 19.9471 20
17846000 19.986 20
17846100 20.003 20
17846200 19.7689 20
17846300 19.7238 20
17846400 19.943 20
17846500 20.0971 20
17846600 19.958 20
17846700 19.911 20
17846800 19.4641 20
17846900 18.9017 20
17847000 18.9527 20
17847100 19.0904 20
17847200 19.0651 20
17847300 19.2073 20
17847400 19.5915 20
17847500 20.0889 20
17847600 20.2706 20
17847700 20.2944 20
17847800 20.4008 20
17847900 20.1482 20
17848000 20.2833 20
17848100 20.6054 20
17848200 20.797 20
17848300 20.7603 20
17848400 20.9886 20
17848500 20.9154 20
17848600 20.5736 20
17848700 20.1181 20
17848800 19.8582 20
17848900 19.8142 20
17849000 19.6687 20
17849100 19.8469 20
17849200 20.1264 20
17849300 20.1617 20
17849400 20.1733 20
17849500 19.8817 20
17849600 19.9776 20
17849700 20.0671 20
17849800 20.1175 20
17849900 20.3563 20
17850000 20.518 20
17850100 20.7616 20
17850200 20.9689 20
17850300 20.9823 20
17850400 20.7809 20
17850500 20.519 20
17850600 20.1209 20
17850700 19.4537 20
17850800 19.5293 20
17850900 19.6753 20
17851000 19.3496 20
17851100 19.47 20
17851200 19.6768 20
17851300 19.9118 20
17851400 20.1762 20
17851500 20.3125 20
17851600 20.4066 20
17851700 20.3837 20
17851800 20.1927 20
17851900 19.916 20
17852000 19.5748 20
17852100 19.4666 20
17852200 19.8983 20
17852300 20.3159 20
17852400 20.143 20
17852500 19.9974 20
17852600 19.6065 20
17852700 19.4886 20
17852800 19.451 20
17852900 19.6338 20
17853000 19.82 20
17853100 20.1745 20
17853200 20.2089 20
17853300 20.264 20
17853400 20.2658 20
17853500 20.5738 20
17853600 20.4768 20
17853700 20.3102 20
17853800 20.3398 20
17853900 20.4374 20
17854000 20.4016 20
17854100 19.8665 20
17854200 19.5193 20
17854300 19.5889 20
17854400 19.6257 20
17854500 19.4536 20
17854600 19.4186 20
17854700 19.531 20
17854800 19.5464 20
17854900 19.3937 20
17855000 19.2 20
17855100 19.1436 20
17855200 19.2845 20
17855300 19.3782 20
17855400 19.606 20
17855500 20.0007 20
17855600 20.1349 20
17855700 20.0585 20
17855800 19.8542 20
17855900 19.6973 20
17856000 19.8103 20
17856100 19.7335 20
17856200 19.5727 20
17856300 19.2795 20
17856400 19.0228 20
17856500 19.2864 20
17856600 19.3856 20
17856700 19.173 20
17856800 19.3987 20
17856900 19.5322 20
17857000 19.5812 20
17857100 19.7464 20
17857200 19.996 20
17857300 20.2688 20
17857400 20.6206 20
17857500 20.7374 20
17857600 20.6422 20
17857700 20.417 20
17857800 20.2782 20
17857900 20.2295 20
17858000 20.4401 20
17858100 20.6201 20
17858200 20.4092 20
17858300 19.7805 20
17858400 19.2929 20
17858500 19.3156 20
17858600 19.9285 20
17858700 19.9476 20
17858800 19.9877 20
17858900 19.8582 20
17859000 19.5735 20
17859100 19.4966 20
17859200 19.6616 20
17859300 19.7783 20
17859400 20.0785 20
17859500 20.4488 20
17859600 20.3432 20
17859700 20.2491 20
17859800 19.7207 20
17859900 19.5396 20
17860000 19.6846 20
17860100 19.5829 20
17860200 19.4157 20
17860300 19.122 20
17860400 19.2154 20
17860500 19.3705 20
17860600 19.6483 20
17860700 19.7856 20
17860800 19.9715 20
17860900 19.944 20
17861000 20.0735 20
17861100 20.3309 20
17861200 20.6118 20
17861300 20.5984 20
17861400 19.9078 20
17861500 19.397 20
17861600 19.5475 20
17861700 19.7868 20
17861800 19.6774 20
17861900 19.3677 20
17862000 19.4077 20
17862100 19.2058 20
17862200 18.9084 20
17862300 19.094 20
17862400 19.2854 20
17862500 19.2414 20
17862600 19.6944 20
17862700 19.9249 20
17862800 19.851 20
17862900 19.8339 20
17863000 19.9854 20
17863100 20.4747 20
17863200 20.4342 20
17863300 19.9727 20
17863400 19.9131 20
17863500 19.9745 20
17863600 19.8144 20
17863700 19.9212 20
17863800 19.9932 20
17863900 20.0177 20
17864000 19.8763 20
17864100 19.9015 20
17864200 19.9822 20
17864300 19.7552 20
17864400 19.5883 20
17864500 19.5246 20
17864600 19.6538 20
17864700 19.8781 20
17864800 19.8412 20
17864900 20.0497 20
17865000 20.1049 20
17865100 20.1066 20
17865200 19.909 20
17865300 19.6765 20
17865400 19.7929 20
17865500 19.7215 20
17865600 19.7515 20
17865700 19.5448 20
