# Time-averaged data for fix myat1
# TimeStep v_xave v_xdes
8600100 -5.9122 -3
8600200 -5.95903 -3
8600300 -5.51015 -3
8600400 -5.33473 -3
8600500 -5.43389 -3
8600600 -4.98548 -3
8600700 -4.8577 -3
8600800 -4.99165 -3
8600900 -5.25669 -3
8601000 -5.4654 -3
8601100 -5.50033 -3
8601200 -5.7639 -3
8601300 -5.84322 -3
8601400 -5.47857 -3
8601500 -4.86805 -3
8601600 -4.7954 -3
8601700 -4.93591 -3
8601800 -5.28838 -3
8601900 -5.44319 -3
8602000 -5.39036 -3
8602100 -5.21358 -3
8602200 -5.40469 -3
8602300 -5.11592 -3
8602400 -5.12602 -3
8602500 -5.23229 -3
8602600 -5.24167 -3
8602700 -5.318 -3
8602800 -5.20547 -3
8602900 -5.18073 -3
8603000 -5.02297 -3
8603100 -5.27246 -3
8603200 -5.15268 -3
8603300 -5.10329 -3
8603400 -5.17681 -3
8603500 -4.82757 -3
8603600 -5.13176 -3
8603700 -5.73922 -3
8603800 -5.6015 -3
8603900 -5.211 -3
8604000 -5.12233 -3
8604100 -5.39523 -3
8604200 -5.34362 -3
8604300 -5.32812 -3
8604400 -5.62797 -3
8604500 -5.41554 -3
8604600 -5.25835 -3
8604700 -5.26551 -3
8604800 -5.34819 -3
8604900 -5.31075 -3
8605000 -5.39703 -3
8605100 -5.59328 -3
8605200 -5.53771 -3
8605300 -5.34166 -3
8605400 -5.03323 -3
8605500 -5.1413 -3
8605600 -5.07055 -3
8605700 -4.98818 -3
8605800 -5.18296 -3
8605900 -5.12978 -3
8606000 -5.28188 -3
8606100 -5.10617 -3
8606200 -5.07894 -3
8606300 -5.48109 -3
8606400 -5.55657 -3
8606500 -5.31074 -3
8606600 -5.15499 -3
8606700 -5.19278 -3
8606800 -5.51587 -3
8606900 -5.64296 -3
8607000 -5.33056 -3
8607100 -5.13194 -3
8607200 -5.18608 -3
8607300 -5.27879 -3
8607400 -5.29482 -3
8607500 -5.31276 -3
8607600 -5.44718 -3
8607700 -5.18259 -3
8607800 -4.93024 -3
8607900 -4.85907 -3
8608000 -4.92296 -3
8608100 -5.18952 -3
8608200 -5.46759 -3
8608300 -5.3051 -3
8608400 -4.91074 -3
8608500 -4.94269 -3
8608600 -5.32994 -3
8608700 -5.31041 -3
8608800 -5.16305 -3
8608900 -5.28408 -3
8609000 -5.36312 -3
8609100 -5.37345 -3
8609200 -5.26628 -3
8609300 -5.1198 -3
8609400 -5.39659 -3
8609500 -5.63113 -3
8609600 -5.42162 -3
