# Time-averaged data for fix myat1
# TimeStep v_xave v_xdes
200100 -23.6484 -24
200200 -23.6349 -24
200300 -23.7976 -24
200400 -23.8922 -24
200500 -23.8181 -24
200600 -23.6404 -24
200700 -23.5679 -24
200800 -23.9464 -24
200900 -24.0992 -24
201000 -23.8066 -24
201100 -23.5128 -24
201200 -23.5521 -24
201300 -23.4838 -24
201400 -23.5386 -24
201500 -23.3566 -24
201600 -23.6227 -24
201700 -23.8727 -24
201800 -24.0716 -24
201900 -23.8985 -24
202000 -24.0923 -24
202100 -24.1821 -24
202200 -24.196 -24
202300 -24.0115 -24
202400 -23.946 -24
202500 -23.8402 -24
202600 -23.9645 -24
202700 -24.1291 -24
202800 -23.9527 -24
202900 -24.003 -24
203000 -24.1784 -24
203100 -24.2731 -24
203200 -24.1402 -24
203300 -24.265 -24
203400 -24.3184 -24
203500 -24.3855 -24
203600 -24.5048 -24
203700 -24.7301 -24
203800 -24.7052 -24
203900 -24.7875 -24
204000 -24.6732 -24
204100 -24.4705 -24
204200 -24.6138 -24
204300 -24.8435 -24
204400 -24.8379 -24
204500 -24.8841 -24
204600 -24.6545 -24
204700 -24.4657 -24
204800 -24.1511 -24
204900 -23.8981 -24
205000 -23.8688 -24
205100 -23.877 -24
205200 -23.9772 -24
205300 -23.8158 -24
205400 -23.7524 -24
205500 -23.7988 -24
205600 -24.1581 -24
205700 -24.0908 -24
205800 -23.9602 -24
205900 -23.8262 -24
206000 -23.6586 -24
206100 -23.9883 -24
206200 -24.0603 -24
206300 -23.8353 -24
206400 -23.6205 -24
206500 -23.5466 -24
206600 -23.5242 -24
206700 -23.4099 -24
206800 -23.3055 -24
206900 -23.4566 -24
207000 -23.7341 -24
207100 -24.0335 -24
207200 -23.9987 -24
207300 -23.6984 -24
207400 -23.6736 -24
207500 -23.8303 -24
207600 -23.9599 -24
207700 -23.817 -24
207800 -23.613 -24
207900 -23.6245 -24
208000 -23.6418 -24
208100 -23.8253 -24
208200 -23.9703 -24
208300 -23.9829 -24
208400 -24.035 -24
208500 -24.0175 -24
208600 -23.9575 -24
208700 -23.824 -24
208800 -23.6321 -24
208900 -23.5602 -24
209000 -23.8489 -24
209100 -24.0893 -24
209200 -24.1587 -24
209300 -24.1541 -24
209400 -24.2938 -24
209500 -24.2887 -24
209600 -23.9955 -24
209700 -23.8689 -24
209800 -24.0198 -24
209900 -24.3001 -24
210000 -24.3276 -24
210100 -24.178 -24
210200 -24.2548 -24
210300 -24.2762 -24
210400 -23.9953 -24
210500 -23.9738 -24
210600 -24.2247 -24
210700 -24.1775 -24
210800 -24.1159 -24
210900 -24.0047 -24
211000 -24.0016 -24
211100 -24.115 -24
211200 -24.3367 -24
211300 -24.5621 -24
211400 -24.576 -24
211500 -24.5343 -24
211600 -24.2537 -24
211700 -24.1087 -24
211800 -24.1055 -24
211900 -24.2129 -24
212000 -24.2607 -24
212100 -24.3785 -24
212200 -24.35 -24
212300 -24.0768 -24
212400 -23.8624 -24
212500 -24.4082 -24
212600 -24.5474 -24
212700 -24.7139 -24
212800 -24.5833 -24
212900 -24.1763 -24
213000 -23.9534 -24
213100 -23.8968 -24
213200 -23.6969 -24
213300 -23.5431 -24
213400 -23.6067 -24
213500 -23.7224 -24
213600 -23.7656 -24
213700 -23.6601 -24
213800 -23.5397 -24
213900 -23.5442 -24
214000 -23.7983 -24
214100 -23.9819 -24
214200 -23.675 -24
214300 -23.6272 -24
214400 -23.9289 -24
214500 -23.9314 -24
214600 -24.114 -24
214700 -24.1806 -24
214800 -23.9431 -24
214900 -23.7658 -24
215000 -23.7837 -24
215100 -23.8502 -24
215200 -23.8478 -24
215300 -24.0593 -24
215400 -24.2026 -24
215500 -24.3077 -24
215600 -24.2285 -24
215700 -24.0099 -24
215800 -23.9801 -24
215900 -24.0614 -24
216000 -24.2328 -24
216100 -24.2576 -24
216200 -24.1606 -24
216300 -24.2152 -24
216400 -24.3085 -24
216500 -24.6441 -24
216600 -24.7474 -24
216700 -24.5584 -24
216800 -24.4618 -24
216900 -24.5094 -24
217000 -24.3628 -24
217100 -24.2228 -24
217200 -23.8431 -24
217300 -23.5901 -24
217400 -23.6474 -24
217500 -23.6856 -24
217600 -23.808 -24
217700 -23.84 -24
217800 -23.9564 -24
217900 -23.783 -24
218000 -23.3923 -24
218100 -23.2698 -24
