# Time-averaged data for fix myat1
# TimeStep v_xave v_xdes
8200100 -5.91221 -4
8200200 -5.5802 -4
8200300 -5.72533 -4
8200400 -5.83076 -4
8200500 -5.99416 -4
8200600 -5.96594 -4
8200700 -5.75152 -4
8200800 -5.30138 -4
8200900 -5.51643 -4
8201000 -5.6128 -4
8201100 -5.63198 -4
8201200 -5.36648 -4
8201300 -5.78374 -4
8201400 -5.60274 -4
8201500 -5.24564 -4
8201600 -5.3495 -4
8201700 -5.58612 -4
8201800 -5.66433 -4
8201900 -5.79689 -4
8202000 -5.71975 -4
8202100 -5.4212 -4
8202200 -5.55105 -4
8202300 -5.72877 -4
8202400 -5.91758 -4
8202500 -5.89437 -4
8202600 -5.76696 -4
8202700 -5.6867 -4
8202800 -5.38994 -4
8202900 -5.34266 -4
8203000 -5.29108 -4
8203100 -5.33548 -4
8203200 -5.15315 -4
8203300 -5.57203 -4
8203400 -5.63378 -4
8203500 -5.74178 -4
8203600 -5.72737 -4
8203700 -5.65374 -4
8203800 -5.53444 -4
8203900 -5.58928 -4
8204000 -5.56823 -4
8204100 -5.27842 -4
8204200 -5.4606 -4
8204300 -5.55952 -4
8204400 -5.61188 -4
8204500 -5.58761 -4
8204600 -5.49997 -4
8204700 -5.47425 -4
8204800 -5.51102 -4
8204900 -5.44 -4
8205000 -5.43379 -4
8205100 -5.64956 -4
8205200 -5.69014 -4
8205300 -5.37895 -4
8205400 -5.32975 -4
8205500 -5.66106 -4
8205600 -5.625 -4
8205700 -5.50741 -4
8205800 -5.47841 -4
8205900 -5.59426 -4
8206000 -5.8555 -4
8206100 -5.5365 -4
8206200 -5.54359 -4
8206300 -5.61134 -4
8206400 -5.3886 -4
8206500 -5.42917 -4
8206600 -5.34404 -4
8206700 -5.46184 -4
8206800 -5.71035 -4
8206900 -5.38679 -4
8207000 -5.5568 -4
8207100 -5.16146 -4
8207200 -5.244 -4
8207300 -5.42795 -4
8207400 -5.28468 -4
8207500 -5.44414 -4
8207600 -5.63192 -4
8207700 -5.48824 -4
8207800 -5.68285 -4
8207900 -5.52228 -4
8208000 -5.33983 -4
8208100 -5.34873 -4
8208200 -5.50069 -4
8208300 -5.58206 -4
8208400 -5.59042 -4
8208500 -5.37327 -4
8208600 -5.45247 -4
8208700 -5.85099 -4
8208800 -5.74071 -4
8208900 -5.74894 -4
8209000 -5.46471 -4
8209100 -5.41344 -4
8209200 -5.57488 -4
8209300 -5.57712 -4
8209400 -5.71267 -4
8209500 -5.52771 -4
8209600 -5.39086 -4
8209700 -5.68952 -4
8209800 -5.65505 -4
8209900 -5.47322 -4
8210000 -5.43645 -4
8210100 -5.56611 -4
8210200 -5.58608 -4
8210300 -5.69613 -4
8210400 -5.85697 -4
8210500 -5.82288 -4
8210600 -5.63449 -4
8210700 -5.56578 -4
8210800 -5.5625 -4
8210900 -5.61525 -4
8211000 -5.52967 -4
8211100 -5.72383 -4
8211200 -5.51563 -4
8211300 -5.39056 -4
8211400 -5.39264 -4
8211500 -5.58962 -4
8211600 -5.74676 -4
8211700 -5.31338 -4
8211800 -5.24931 -4
8211900 -5.48535 -4
8212000 -5.32839 -4
8212100 -5.38663 -4
8212200 -5.36189 -4
8212300 -5.59769 -4
8212400 -5.34991 -4
8212500 -5.12419 -4
8212600 -5.37373 -4
8212700 -5.53151 -4
8212800 -5.65127 -4
8212900 -5.84368 -4
8213000 -5.76502 -4
8213100 -5.41712 -4
8213200 -5.18953 -4
8213300 -5.24431 -4
8213400 -5.55165 -4
8213500 -5.76484 -4
8213600 -5.53827 -4
8213700 -5.34917 -4
8213800 -5.49441 -4
8213900 -5.58034 -4
8214000 -5.32786 -4
8214100 -5.42958 -4
8214200 -5.80857 -4
8214300 -5.53048 -4
8214400 -5.63407 -4
8214500 -5.39345 -4
8214600 -5.25607 -4
8214700 -5.4146 -4
8214800 -5.57113 -4
8214900 -5.68752 -4
8215000 -5.64264 -4
8215100 -5.74821 -4
8215200 -5.4818 -4
8215300 -5.42628 -4
8215400 -5.73433 -4
8215500 -5.85864 -4
8215600 -5.72787 -4
8215700 -5.64519 -4
8215800 -5.63779 -4
8215900 -5.24918 -4
8216000 -5.47188 -4
8216100 -5.67179 -4
8216200 -5.59416 -4
8216300 -5.60846 -4
8216400 -5.69945 -4
8216500 -5.86441 -4
8216600 -5.9678 -4
8216700 -5.90305 -4
8216800 -5.55578 -4
8216900 -5.41273 -4
8217000 -5.43332 -4
8217100 -5.48517 -4
8217200 -5.49698 -4
8217300 -5.61379 -4
8217400 -5.67967 -4
8217500 -5.67905 -4
8217600 -5.37788 -4
8217700 -5.57551 -4
8217800 -5.79609 -4
8217900 -5.54345 -4
8218000 -5.44778 -4
8218100 -5.51819 -4
8218200 -5.47209 -4
8218300 -5.43374 -4
8218400 -5.48229 -4
8218500 -5.71854 -4
8218600 -5.70984 -4
