# Time-averaged data for fix myat1
# TimeStep v_xave v_xdes
17400100 18.5888 19
17400200 18.6935 19
17400300 19.0914 19
17400400 19.4225 19
17400500 19.6197 19
17400600 19.543 19
17400700 19.3367 19
17400800 19.3218 19
17400900 19.5237 19
17401000 19.4332 19
17401100 19.146 19
17401200 18.8902 19
17401300 19.0615 19
17401400 19.28 19
17401500 18.8573 19
17401600 18.7242 19
17401700 18.6048 19
17401800 18.2929 19
17401900 18.2054 19
17402000 18.1488 19
17402100 18.3538 19
17402200 18.6737 19
17402300 18.8973 19
17402400 18.9996 19
17402500 18.7742 19
17402600 18.5484 19
17402700 18.4564 19
17402800 18.233 19
17402900 18.3916 19
17403000 18.8793 19
17403100 19.0325 19
17403200 18.7808 19
17403300 18.8623 19
17403400 18.8414 19
17403500 18.6313 19
17403600 18.663 19
17403700 18.8855 19
17403800 18.9573 19
17403900 19.0428 19
17404000 19.0534 19
17404100 19.0411 19
17404200 19.4149 19
17404300 19.8107 19
17404400 19.7309 19
17404500 19.5399 19
17404600 19.3958 19
17404700 19.4875 19
17404800 19.2719 19
17404900 19.3784 19
17405000 19.51 19
17405100 19.6869 19
17405200 20.0083 19
17405300 20.2206 19
17405400 20.0749 19
17405500 19.6762 19
17405600 19.2925 19
17405700 18.9272 19
17405800 18.6529 19
17405900 18.9113 19
17406000 18.8846 19
17406100 18.6879 19
17406200 18.6724 19
17406300 18.6474 19
17406400 18.7778 19
17406500 18.794 19
17406600 19.0004 19
17406700 19.0508 19
17406800 18.8797 19
17406900 18.9382 19
17407000 19.0824 19
17407100 18.8429 19
17407200 19.0424 19
17407300 19.3407 19
17407400 19.5366 19
17407500 19.3206 19
17407600 19.1848 19
17407700 19.5566 19
17407800 19.7187 19
17407900 19.4945 19
17408000 19.4021 19
17408100 19.6695 19
17408200 19.4713 19
17408300 19.2752 19
17408400 19.2214 19
17408500 19.0112 19
17408600 19.2629 19
17408700 19.5109 19
17408800 19.6651 19
17408900 19.7301 19
17409000 19.6329 19
17409100 19.2488 19
17409200 19.0383 19
17409300 19.1077 19
17409400 19.221 19
17409500 19.2791 19
17409600 19.5303 19
17409700 19.4321 19
17409800 19.1528 19
17409900 19.1132 19
17410000 18.8785 19
17410100 18.8841 19
17410200 18.7859 19
17410300 18.6144 19
17410400 18.5931 19
17410500 18.4324 19
17410600 17.9907 19
17410700 17.8942 19
17410800 18.3039 19
17410900 18.3962 19
17411000 18.3909 19
17411100 18.892 19
17411200 19.2817 19
17411300 19.2503 19
17411400 19.2538 19
17411500 18.9516 19
17411600 19.0687 19
17411700 19.1413 19
17411800 19.3417 19
17411900 19.0612 19
17412000 18.7865 19
17412100 18.6099 19
17412200 18.6477 19
17412300 18.7256 19
