# Time-averaged data for fix myat1
# TimeStep v_xave v_xdes
13000100 8.22493 8
13000200 8.29614 8
13000300 8.19546 8
13000400 7.94772 8
13000500 7.80536 8
13000600 8.00422 8
13000700 8.15578 8
13000800 7.97836 8
13000900 7.85957 8
13001000 8.01595 8
13001100 8.15757 8
13001200 8.17707 8
13001300 8.00749 8
13001400 8.15337 8
13001500 8.08305 8
13001600 7.77595 8
13001700 7.82776 8
13001800 7.99602 8
13001900 7.92445 8
13002000 7.7914 8
13002100 7.66076 8
13002200 7.71365 8
13002300 7.77278 8
13002400 8.07868 8
13002500 8.09536 8
13002600 8.08554 8
13002700 8.10558 8
13002800 7.9857 8
13002900 7.98596 8
13003000 7.94041 8
13003100 8.23689 8
13003200 8.73745 8
13003300 9.08429 8
13003400 9.23723 8
13003500 9.16879 8
13003600 8.67186 8
13003700 8.39148 8
13003800 8.19217 8
13003900 8.28601 8
13004000 8.38183 8
13004100 8.38847 8
13004200 8.35758 8
13004300 8.54104 8
13004400 8.59936 8
13004500 8.30493 8
13004600 8.36869 8
13004700 8.42289 8
13004800 8.47011 8
13004900 8.44288 8
13005000 7.92746 8
13005100 7.7093 8
13005200 7.67934 8
13005300 7.49588 8
13005400 7.42232 8
13005500 7.61606 8
13005600 8.10853 8
13005700 8.46221 8
13005800 8.26392 8
13005900 8.35879 8
13006000 8.40466 8
13006100 8.44181 8
13006200 8.30411 8
13006300 8.2526 8
13006400 8.03752 8
13006500 7.76967 8
13006600 7.64944 8
13006700 7.68101 8
13006800 7.6094 8
13006900 7.65974 8
13007000 7.50256 8
13007100 7.32964 8
13007200 7.25159 8
13007300 7.53701 8
13007400 7.80923 8
13007500 8.01738 8
13007600 8.17613 8
13007700 8.25143 8
13007800 8.54904 8
13007900 8.68912 8
13008000 8.3708 8
13008100 7.98223 8
13008200 7.68452 8
13008300 7.56368 8
13008400 7.56004 8
13008500 7.83274 8
13008600 8.06662 8
13008700 8.09404 8
13008800 8.20745 8
13008900 8.03267 8
13009000 7.97997 8
13009100 7.70476 8
13009200 7.60592 8
13009300 7.97342 8
13009400 8.11356 8
13009500 7.89543 8
13009600 7.53844 8
13009700 7.53244 8
13009800 7.16937 8
13009900 7.36815 8
13010000 7.78807 8
13010100 8.13565 8
13010200 8.33052 8
13010300 8.34153 8
13010400 8.1212 8
13010500 8.25641 8
13010600 8.0891 8
13010700 8.07869 8
13010800 7.88953 8
13010900 7.60674 8
13011000 7.63453 8
13011100 7.71107 8
13011200 8.01758 8
13011300 8.37626 8
13011400 8.56748 8
13011500 8.63974 8
13011600 8.84584 8
13011700 8.74855 8
13011800 8.65199 8
