# Time-averaged data for fix at3
# TimeStep f_mysf1[1] f_mysf2[1]
1000 -149.4 149.691
2000 -147.362 148.8
3000 -154.416 153.41
4000 -145.209 151.409
5000 -160.988 146.796
6000 -229.915 240.781
7000 -321.129 319.784
8000 -413.377 413.17
9000 -501.945 503.559
10000 -595.066 594.629
11000 -683.455 679.314
12000 -772.683 778.919
13000 -869.515 861.237
14000 -953.465 958.626
15000 -1046.4 1045.09
