# Time-averaged data for fix myat1
# TimeStep v_kinetic_energy v_potential_energy
8600 1.46431 -0.228737
8610 1.48503 -0.230462
8620 1.53704 -0.235088
8630 1.49606 -0.227866
8640 1.5325 -0.237559
8650 1.52144 -0.233394
8660 1.50264 -0.214823
8670 1.4996 -0.226595
8680 1.47799 -0.224386
8690 1.52533 -0.224838
8700 1.50287 -0.21954
8710 1.46868 -0.217594
8720 1.52453 -0.228113
8730 1.55052 -0.226599
8740 1.51416 -0.225767
8750 1.48189 -0.224948
8760 1.46426 -0.225408
8770 1.49476 -0.229416
8780 1.49104 -0.232264
8790 1.49004 -0.224803
8800 1.55263 -0.233964
8810 1.52098 -0.22434
8820 1.48025 -0.232306
8830 1.53124 -0.237916
8840 1.49333 -0.231505
8850 1.5004 -0.224659
8860 1.4711 -0.227983
8870 1.51127 -0.2293
8880 1.48864 -0.226614
8890 1.48915 -0.232235
8900 1.47309 -0.230968
8910 1.45086 -0.236785
8920 1.5064 -0.239431
8930 1.46742 -0.240053
8940 1.49725 -0.237465
8950 1.5083 -0.229505
8960 1.52893 -0.231473
8970 1.48083 -0.239511
8980 1.53193 -0.239087
8990 1.55769 -0.234104
9000 1.53449 -0.225394
9010 1.4551 -0.229574
9020 1.53374 -0.23463
9030 1.50957 -0.235321
9040 1.51858 -0.234437
9050 1.48899 -0.239698
9060 1.51741 -0.240761
9070 1.5392 -0.237417
9080 1.48823 -0.233021
9090 1.47179 -0.230877
9100 1.4109 -0.234317
9110 1.4431 -0.241507
9120 1.46856 -0.239213
9130 1.4861 -0.236491
9140 1.5222 -0.230627
9150 1.59702 -0.230302
9160 1.518 -0.238646
9170 1.47728 -0.239904
9180 1.44784 -0.242423
9190 1.43634 -0.240958
9200 1.5352 -0.245435
9210 1.508 -0.245705
9220 1.51826 -0.24202
9230 1.5591 -0.238602
9240 1.52238 -0.243139
9250 1.46842 -0.244815
9260 1.45587 -0.235379
9270 1.45384 -0.247632
9280 1.51346 -0.248408
9290 1.49943 -0.24581
9300 1.4757 -0.245313
9310 1.5072 -0.243643
9320 1.55635 -0.239367
9330 1.53479 -0.232935
9340 1.50383 -0.231885
9350 1.52539 -0.226492
9360 1.52619 -0.23046
9370 1.50547 -0.241233
9380 1.47303 -0.235434
9390 1.537 -0.230135
9400 1.50275 -0.237469
9410 1.4921 -0.234197
9420 1.5103 -0.239226
9430 1.46584 -0.232388
9440 1.49628 -0.231824
9450 1.49493 -0.232826
9460 1.52618 -0.229697
9470 1.53191 -0.226562
9480 1.51762 -0.22567
9490 1.46954 -0.222907
9500 1.47905 -0.223371
9510 1.4923 -0.221047
9520 1.47597 -0.222442
9530 1.50761 -0.22731
9540 1.47398 -0.226174
9550 1.40389 -0.227996
9560 1.49049 -0.228201
9570 1.47483 -0.219841
9580 1.48735 -0.219633
9590 1.45409 -0.226315
9600 1.47497 -0.226422
9610 1.53876 -0.230065
9620 1.46089 -0.229564
9630 1.45959 -0.220425
9640 1.47391 -0.229433
9650 1.49753 -0.226399
9660 1.51268 -0.21944
9670 1.48464 -0.218026
9680 1.44219 -0.218067
9690 1.48443 -0.223042
9700 1.50908 -0.218501
9710 1.51567 -0.220038
9720 1.51812 -0.226968
9730 1.48116 -0.222118
9740 1.5083 -0.221636
9750 1.50006 -0.226198
9760 1.48931 -0.221736
9770 1.4505 -0.221785
9780 1.51598 -0.229282
9790 1.51393 -0.229832
9800 1.53611 -0.225294
9810 1.53693 -0.225702
9820 1.50387 -0.221637
9830 1.52723 -0.222892
9840 1.543 -0.227555
9850 1.50061 -0.222188
9860 1.48713 -0.222494
9870 1.51644 -0.226218
9880 1.53691 -0.224416
9890 1.51641 -0.215682
9900 1.51561 -0.216579
9910 1.49773 -0.221161
9920 1.52093 -0.22055
9930 1.52477 -0.221119
9940 1.50293 -0.222609
9950 1.48459 -0.225068
9960 1.46446 -0.230118
9970 1.49381 -0.226748
9980 1.49463 -0.225001
9990 1.50642 -0.219748
10000 1.48281 -0.221596
10010 1.54034 -0.229341
10020 1.50475 -0.230873
10030 1.50908 -0.226593
10040 1.51839 -0.229375
10050 1.45187 -0.22703
10060 1.51777 -0.22212
10070 1.46678 -0.223247
10080 1.56314 -0.219818
10090 1.5552 -0.222627
10100 1.49354 -0.219676
10110 1.51299 -0.221559
10120 1.5345 -0.218813
10130 1.55508 -0.218323
10140 1.5241 -0.215987
10150 1.51339 -0.217915
10160 1.51924 -0.221857
10170 1.53954 -0.214153
10180 1.49336 -0.216297
10190 1.49287 -0.224113
10200 1.46438 -0.226478
10210 1.43841 -0.225039
10220 1.46697 -0.218799
10230 1.49764 -0.217029
10240 1.5358 -0.213357
10250 1.54227 -0.210768
10260 1.5128 -0.214444
10270 1.49812 -0.219042
10280 1.4897 -0.223073
10290 1.49224 -0.222966
