# Time-averaged data for fix myat1
# TimeStep v_mytemp
46700 298.539
46800 304.942
46900 314.903
47000 301.209
47100 298.488
47200 294.983
47300 300.381
47400 311.613
47500 304.335
47600 295.297
47700 301.191
47800 302.558
47900 294.4
48000 294.011
48100 302.906
48200 306.289
48300 303.918
48400 297.589
48500 307.072
48600 295.721
48700 294.807
48800 305.76
48900 306.786
49000 297.835
49100 289.864
49200 295.122
49300 303.142
49400 305.486
49500 303.388
49600 291.414
49700 290.507
49800 296.201
49900 302.746
50000 305.478
50100 294.464
50200 290.243
50300 288.483
50400 285.815
50500 295.951
50600 306.716
50700 301.292
50800 292.244
50900 291.339
51000 304.205
51100 299.988
51200 307.194
51300 304.908
51400 292.716
51500 295.135
51600 300.205
51700 303.586
51800 300.376
51900 294.5
52000 308.076
52100 305.14
52200 302.476
52300 297.779
52400 297.223
52500 296.722
52600 303.405
52700 307.096
52800 303.592
52900 301.663
53000 289.938
53100 294.518
53200 300.811
53300 303.494
53400 299.684
53500 290.272
53600 291.652
53700 303.874
53800 299.054
53900 299.935
54000 296.301
54100 301.924
54200 307.55
54300 308.733
54400 304.014
54500 308.602
54600 307.22
54700 299.042
54800 292.156
54900 300.996
55000 308.148
55100 300.968
55200 301.479
55300 302.756
55400 292.766
55500 288.971
55600 286.803
55700 294.634
55800 303.579
55900 298.368
56000 297.211
56100 303.038
56200 303.226
56300 302.735
56400 303.883
56500 315.056
56600 312.449
56700 302.958
56800 302.866
56900 294.588
57000 300.18
57100 298.689
57200 298.949
57300 307.537
57400 303.759
57500 299.767
57600 293.591
57700 302.421
57800 295.337
57900 294.77
58000 306.344
58100 302.251
58200 301.038
58300 298.151
58400 288.794
58500 303.487
58600 306.726
58700 303.809
58800 299.047
58900 294.743
59000 296.422
59100 297.684
59200 303.98
59300 305.17
59400 299.15
59500 292.328
59600 295.068
59700 289.358
59800 284.138
59900 296.276
60000 296.222
